date,0x88ad09518695c6c3712AC10a214bE5109a655671
2022-10-31,9658.360417803437
2022-11-01,9626.13208621711
2022-11-02,9553.412590975631
2022-11-03,9453.453813468155
2022-11-04,9436.93781755136
2022-11-05,9426.280107979825
2022-11-06,9429.380107979823
2022-11-07,9415.76276864038
2022-11-08,9415.517411488136
2022-11-09,9424.015864452022
2022-11-10,9506.928624556458
2022-11-11,9526.224724556458
2022-11-12,9531.347261789806
2022-11-13,9517.228095080509
2022-11-14,9472.29020696694
2022-11-15,9415.546902578131
2022-11-16,9394.498951343394
2022-11-17,9251.877443751311
2022-11-18,9268.977085610535
2022-11-19,9247.84672569834
2022-11-20,9237.71659740857
2022-11-21,9213.47838824791
2022-11-22,9184.154974083682
2022-11-23,9189.156128982384
2022-11-24,9175.617152093382
2022-11-25,8982.937617702706
2022-11-26,8834.166228471327
2022-11-27,8834.803599116254
2022-11-28,8813.496437493983
2022-11-29,8809.693777884686
2022-11-30,8810.695035869445
2022-12-01,8792.694987563784
2022-12-02,8800.433106374347
2022-12-03,8799.765245473036
2022-12-04,8799.765245473036
2022-12-05,8788.142088950686
2022-12-06,8791.947188754297
2022-12-07,8791.947188754297
2022-12-08,8791.947188754297
2022-12-09,8791.947188754297
2022-12-10,8791.947188754297
2022-12-11,8786.838665775984
2022-12-12,8776.810852288067
2022-12-13,8761.695038365082
2022-12-14,8759.488152848258
2022-12-15,8853.701645418809
2022-12-16,8853.505288482425
2022-12-17,8852.037087913288
2022-12-18,8851.809984743275
2022-12-19,8851.119984743274
2022-12-20,8856.319984743275
2022-12-21,8865.798340005502
2022-12-22,8863.131848888703
2022-12-23,8782.936225879948
2022-12-24,8775.91166851528
2022-12-25,8783.956160418928
2022-12-26,8780.805370545562
2022-12-27,8756.80348628563
2022-12-28,8758.056947197249
2022-12-29,8756.77900607782
2022-12-30,8750.060876405107
2022-12-31,8743.265196040955
2023-01-01,8746.288570019937
2023-01-02,8727.110314181335
2023-01-03,8725.173387766801
2023-01-04,8671.292319359532
2023-01-05,8664.739819359533
2023-01-06,8659.288328110462
2023-01-07,8660.11132811046
2023-01-08,8658.067486031612
2023-01-09,8665.668656621858
2023-01-10,8674.735640762736
2023-01-11,8671.736910142345
2023-01-12,8653.94916403802
2023-01-13,8655.25916403802
2023-01-14,8655.25916403802
2023-01-15,8619.689601745571
2023-01-16,8621.063124546728
2023-01-17,8607.922786876901
2023-01-18,8617.583199605553
2023-01-19,8611.546156219489
2023-01-20,8539.928015696178
2023-01-21,8505.48624806642
2023-01-22,8507.29028216837
2023-01-23,8504.00043302214
2023-01-24,8491.659110042028
2023-01-25,8513.073550668032
2023-01-26,8512.119865650498
2023-01-27,8511.921141776247
2023-01-28,8496.852076441292
2023-01-29,8657.95016378251
2023-01-30,8736.438651066417
2023-01-31,8663.39749465217
2023-02-01,8733.447884694724
2023-02-02,8707.939077042782
2023-02-03,8586.989569022886
2023-02-04,8895.345782009363
2023-02-05,8891.519138256353
2023-02-06,8891.345525776376
2023-02-07,8891.345862586955
2023-02-08,8895.561028050106
2023-02-09,8895.322610020983
2023-02-10,8894.9250019728
2023-02-11,8902.150105634515
2023-02-12,8876.548180154925
2023-02-13,8876.448335739771
2023-02-14,8860.368013484087
2023-02-15,9331.890013484086
2023-02-16,9351.890013484086
2023-02-17,9316.43262946268
2023-02-18,9316.17298662449
2023-02-19,9290.566099691492
2023-02-20,9290.478433594091
2023-02-21,9290.978433594091
2023-02-22,9297.978433594091
2023-02-23,9295.850160033708
2023-02-24,9294.999160207291
2023-02-25,9299.439886488157
2023-02-26,9313.28871171407
2023-02-27,9307.811646432949
2023-02-28,9366.405480847556
2023-03-01,9352.188950144198
2023-03-02,9351.244541152157
2023-03-03,9339.674567177071
2023-03-04,9346.075713787475
2023-03-05,9362.42186499644
2023-03-06,9400.731010076026
2023-03-07,9411.766741171725
2023-03-08,9419.137011592376
2023-03-09,9403.176596161282
2023-03-10,9431.121666949355
2023-03-11,9449.121666949355
2023-03-12,9464.337693116877
2023-03-13,9457.337693116877
2023-03-14,9455.157693116877
2023-03-15,9403.834937849508
2023-03-16,9403.385085698152
2023-03-17,9411.829436486909
2023-03-18,9411.377056034991
2023-03-19,9409.46850602249
2023-03-20,9395.693544261798
2023-03-21,9360.373683295376
2023-03-22,9356.119680031248
2023-03-23,9359.936632939403
2023-03-24,9357.921027867624
2023-03-25,9352.25143929077
2023-03-26,9340.794741967098
2023-03-27,9336.875020678775
2023-03-28,9285.400951355245
2023-03-29,9321.597609132195
2023-03-30,9318.550683152362
2023-03-31,9306.468365871604
2023-04-01,9307.18808601408
2023-04-02,9330.112531616707
2023-04-03,9321.943643878678
2023-04-04,9311.107088758838
2023-04-05,9308.172628722055
2023-04-06,9281.741284052838
2023-04-07,9284.191284052837
2023-04-08,9254.071850368904
2023-04-09,9246.60210647824
2023-04-10,9217.690982817783
2023-04-11,9209.749674743733
2023-04-12,8531.828207243385
2023-04-13,8205.131374114038
2023-04-14,8233.116843396398
2023-04-15,8315.816615825166
2023-04-16,8315.215088709021
2023-04-17,8254.789525546488
2023-04-18,8254.486008028049
2023-04-19,8255.002838827248
2023-04-20,8257.842838827248
2023-04-21,8268.952838827247
2023-04-22,8267.453201391721
2023-04-23,8267.173410613144
2023-04-24,8246.801733746808
2023-04-25,8246.801733746808
2023-04-26,8212.038696053534
2023-04-27,8198.825546347578
2023-04-28,8202.405546347578
2023-04-29,8201.918377326663
2023-04-30,8201.85994383422
2023-05-01,8201.95994383422
2023-05-02,8201.989536385208
2023-05-03,8195.376762905431
2023-05-04,8204.044326021365
2023-05-05,8213.643721820532
2023-05-06,8227.777005253185
2023-05-07,8230.477005253184
2023-05-08,8237.566352313375
2023-05-09,8237.566352313375
2023-05-10,8258.277451525011
2023-05-11,8264.860980514912
2023-05-12,8213.37187292033
2023-05-13,8213.381872920329
2023-05-14,8226.608108769702
2023-05-15,8208.916279592144
2023-05-16,8212.091746375892
2023-05-17,8217.758833221005
2023-05-18,8195.434705257057
2023-05-19,8187.400553950313
2023-05-20,8148.746686035219
2023-05-21,8147.254740647298
2023-05-22,8134.034386385262
2023-05-23,8134.034386385262
2023-05-24,8108.671723065267
2023-05-25,8112.843981155254
2023-05-26,8114.15859828122
2023-05-27,8118.414348147729
2023-05-28,8107.96619501548
2023-05-29,8106.316281987179
2023-05-30,8089.469751406443
2023-05-31,8091.862970326085
2023-06-01,8085.835351506759
2023-06-02,8790.06586536116
2023-06-03,8664.295866989898
2023-06-04,8633.452144950254
2023-06-05,8574.940029943202
2023-06-06,8569.721684938628
2023-06-07,8569.446825001383
2023-06-08,8562.312570271335
2023-06-09,8561.289231750541
2023-06-10,8580.194231750542
2023-06-11,8593.315973444116
2023-06-12,8593.214688188575
2023-06-13,8587.1983683895
2023-06-14,8585.281011289202
2023-06-15,8585.361286423093
2023-06-16,8583.046859020506
2023-06-17,8578.455720912845
2023-06-18,8521.561443207089
2023-06-19,8517.807610562071
2023-06-20,8508.944846191296
2023-06-21,8494.42042347498
2023-06-22,8450.371039053816
2023-06-23,8449.749732513068
2023-06-24,8449.750042513067
2023-06-25,8448.621703433671
2023-06-26,8467.742232302573
2023-06-27,8442.569899406708
2023-06-28,8443.374902458774
2023-06-29,8450.970698673964
2023-06-30,8451.020698673963
2023-07-01,8400.874884363528
2023-07-02,8400.91024537848
2023-07-03,8400.410498356565
2023-07-04,8400.622998356564
2023-07-05,8403.123998356565
2023-07-06,8403.094297048228
2023-07-07,8429.31429704823
2023-07-08,8432.895601259552
2023-07-09,8408.33819006188
2023-07-10,8406.335983740168
2023-07-11,8406.336983740168
2023-07-12,8406.0073520776
2023-07-13,8390.507933778546
2023-07-14,8395.511771162654
2023-07-15,8396.259944575753
2023-07-16,8396.259944575753
2023-07-17,8413.536561325584
2023-07-18,8426.085863664244
2023-07-19,8427.293540989887
2023-07-20,8415.742131284394
2023-07-21,8420.888697636083
2023-07-22,8420.888697636083
2023-07-23,8477.821246123634
2023-07-24,8473.392256655234
2023-07-25,8460.40578349696
2023-07-26,8460.41108349696
2023-07-27,8460.269292682004
2023-07-28,8466.069292682003
2023-07-29,8409.749363527291
2023-07-30,8398.683868361013
2023-07-31,8399.265780125863
2023-08-01,8385.65933252924
2023-08-02,8357.759332529238
2023-08-03,8364.750322487895
2023-08-04,8634.763602127538
2023-08-05,8634.700602127537
2023-08-06,8644.772035433827
2023-08-07,8647.773235433828
2023-08-08,8657.697103515022
2023-08-09,8969.487241855539
2023-08-10,8946.17783425313
2023-08-11,9437.571691305053
2023-08-12,9439.322581305054
2023-08-13,9435.43308580702
2023-08-14,9428.556678181316
2023-08-15,9415.778480106808
2023-08-16,10062.93928010681
2023-08-17,10133.479280106809
2023-08-18,10426.578596543228
2023-08-19,10453.278948839845
2023-08-20,10460.513299139844
2023-08-21,10780.647061556643
2023-08-22,10782.849953148878
2023-08-23,12018.53407849851
2023-08-24,12219.410075712509
2023-08-25,12231.846878586157
2023-08-26,12231.752624226076
2023-08-27,12302.279203645749
2023-08-28,12301.485966341248
2023-08-29,12334.454785121305
2023-08-30,12334.096600373476
2023-08-31,12514.283304482142
2023-09-01,12514.34330448214
2023-09-02,12522.476290093851
2023-09-03,12522.307994908397
2023-09-04,12522.178270948769
2023-09-05,12524.796866211034
2023-09-06,12503.825893281431
2023-09-07,12510.475893281431
2023-09-08,14526.881771338698
2023-09-09,14762.881771338698
2023-09-10,14765.919235661242
2023-09-11,14775.919235661242
2023-09-12,14778.519476715352
2023-09-13,14790.012558817878
2023-09-14,14791.483678651872
2023-09-15,14788.974066358924
2023-09-16,14759.33157896917
2023-09-17,14783.42951873312
2023-09-18,14818.95730480095
2023-09-19,14818.022859596866
2023-09-20,17796.85589125053
2023-09-21,17796.456098197177
2023-09-22,17816.96109819718
2023-09-23,17818.995098197178
2023-09-24,17818.018450682284
2023-09-25,17818.137411926116
2023-09-26,17820.092385390926
2023-09-27,17810.825975271357
2023-09-28,17812.004447683485
2023-09-29,17765.203335726816
2023-09-30,17748.870415012705
2023-10-01,17756.072415012706
2023-10-02,17756.37427412401
2023-10-03,17756.86836379121
2023-10-04,17751.29484729182
2023-10-05,17747.802889967727
2023-10-06,17750.402889967725
2023-10-07,17790.16938129144
2023-10-08,17786.625011771797
2023-10-09,17789.054524809722
2023-10-10,17779.581957786988
2023-10-11,17781.06444917202
2023-10-12,17780.83595545589
2023-10-13,17472.116911827485
2023-10-14,17282.840064880704
2023-10-15,17229.682835362284
2023-10-16,17229.733370365393
2023-10-17,17242.22204386829
2023-10-18,17168.13156332044
2023-10-19,17177.98076332718
2023-10-20,17172.64514747384
2023-10-21,17195.047104935922
2023-10-22,17212.78721021936
2023-10-23,17233.172059442586
2023-10-24,17224.24086814881
2023-10-25,17032.37728867222
2023-10-26,17147.435870044297
2023-10-27,16951.92878653016
2023-10-28,16950.73906434158
2023-10-29,16952.606352834035
2023-10-30,16952.29841417543
2023-10-31,17158.565713602617
2023-11-01,17123.9802586104
2023-11-02,17098.9802586104
2023-11-03,17192.621761738148
2023-11-04,17121.738799251598
2023-11-05,17203.740980805895
2023-11-06,17164.657769065456
2023-11-07,17254.933291861038
2023-11-08,17367.873012669304
2023-11-09,16856.447925228233
2023-11-10,16696.8454924563
2023-11-11,16620.596223967346
2023-11-12,16588.89622396735
2023-11-13,16577.803998859643
2023-11-14,16845.539440555985
2023-11-15,16769.264799322737
2023-11-16,16809.755938093465
2023-11-17,16907.30591326646
2023-11-18,16765.587346584573
2023-11-19,16609.573759686373
2023-11-20,16630.071481336712
2023-11-21,16684.098094080688
2023-11-22,16624.530885192093
2023-11-23,16556.568329318336
2023-11-24,16571.05147085978
2023-11-25,16570.171561081304
2023-11-26,16426.002653730204
2023-11-27,16436.572701673038
2023-11-28,16411.593522658855
2023-11-29,16377.89423836034
2023-11-30,16212.149919054467
2023-12-01,16059.656001683576
2023-12-02,16043.752604876876
2023-12-03,16054.19049604397
2023-12-04,16048.268335225152
2023-12-05,16059.851490888075
2023-12-06,15735.87208361658
2023-12-07,15868.377537264218
2023-12-08,16111.814705345494
2023-12-09,16164.903172740826
2023-12-10,16285.77097763339
2023-12-11,16010.659424899392
2023-12-12,16003.161054209251
2023-12-13,16081.398547362158
2023-12-14,16016.587909341652
2023-12-15,16004.622909341651
2023-12-16,15902.995941101288
2023-12-17,15979.530916765303
2023-12-18,15972.085947067537
2023-12-19,15605.475395735211
2023-12-20,15535.697297398325
2023-12-21,15395.405616082444
2023-12-22,15289.613979205518
2023-12-23,15243.55915832089
2023-12-24,15206.14428363386
2023-12-25,15246.826228602667
2023-12-26,15265.583588720458
2023-12-27,15267.502965196192
2023-12-28,15365.492965196192
2023-12-29,15259.24766838156
2023-12-30,16227.415744368314
2023-12-31,16215.267187461235
2024-01-01,16209.470631871423
2024-01-02,16187.115201796678
2024-01-03,16157.226705511574
2024-01-04,16144.29308109126
2024-01-05,16147.300736736308
2024-01-06,16147.525736736308
2024-01-07,16082.822406837326
2024-01-08,16022.662406837326
2024-01-09,15901.361206837326
2024-01-10,15886.215659509842
2024-01-11,15830.075029839776
2024-01-12,15869.596155035122
2024-01-13,15786.09544265662
2024-01-14,15806.096901649022
2024-01-15,15798.281928314203
2024-01-16,15752.586881740548
2024-01-17,15740.34486634652
2024-01-18,15773.793724022513
2024-01-19,15785.632380153933
2024-01-20,15732.675524920847
2024-01-21,15731.04939406111
2024-01-22,15707.78199333648
2024-01-23,15652.558803980335
2024-01-24,15609.404734601896
2024-01-25,15627.276952113794
2024-01-26,15646.91614626634
2024-01-27,15663.493604108688
2024-01-28,15681.133880175066
2024-01-29,15647.379869063034
2024-01-30,15659.879054913354
2024-01-31,15687.967428548916
2024-02-01,15605.967037887189
2024-02-02,15529.380922192837
2024-02-03,15334.88930062467
2024-02-04,15189.752535567924
2024-02-05,15195.5029083037
2024-02-06,15143.224397616836
2024-02-07,15094.322266221066
2024-02-08,15035.8899943087
2024-02-09,15037.30874401318
2024-02-10,14937.30874401318
2024-02-11,14988.890868001854
2024-02-12,15078.504762053217
2024-02-13,15095.26122387516
2024-02-14,15195.89122387516
2024-02-15,15015.809009821069
2024-02-16,15008.30962404896
2024-02-17,14952.447079414284
2024-02-18,15389.164642723184
2024-02-19,15317.913366230763
2024-02-20,15354.596730498171
2024-02-21,15448.497132138556
2024-02-22,14861.690895319787
2024-02-23,14687.503407496852
2024-02-24,14809.003407496852
2024-02-25,14769.6870091337
2024-02-26,14860.969246104953
2024-02-27,14779.675189934993
2024-02-28,14854.862554647012
2024-02-29,14818.629026964749
2024-03-01,14734.949744082123
2024-03-02,14786.272000639092
2024-03-03,14738.971527225138
2024-03-04,14715.797856853458
2024-03-05,14677.441445266038
2024-03-06,14561.087076212816
2024-03-07,14554.38371993107
2024-03-08,14751.28729984128
2024-03-09,14620.705793892825
2024-03-10,14655.298041518065
2024-03-11,14331.269419364002
2024-03-12,14476.812047745098
2024-03-13,14495.011592501323
2024-03-14,14447.700661876568
2024-03-15,14297.820350924869
2024-03-16,14055.396807497988
2024-03-17,14160.45446197158
2024-03-18,14097.77292113002
2024-03-19,14043.53396677486
2024-03-20,14205.84863891475
2024-03-21,14391.36747439664
2024-03-22,14411.339018773995
2024-03-23,13617.79519581692
2024-03-24,13739.223590610609
2024-03-25,14325.60523587547
2024-03-26,14323.780470760335
2024-03-27,14382.795225661286
2024-03-28,15155.70969792947
2024-03-29,14527.763939289502
2024-03-30,14586.6289392895
2024-03-31,14436.913323432304
2024-04-01,14412.9646446074
2024-04-02,14252.717325875856
2024-04-03,14255.324824350091
2024-04-04,14265.48007349148
2024-04-05,14274.602293190655
2024-04-06,14189.915676519446
2024-04-07,14255.143790988732
2024-04-08,14223.788779608987
2024-04-09,12267.59015058242
2024-04-10,13118.15561216792
2024-04-11,13119.109204200571
2024-04-12,13138.465668472974
2024-04-13,12806.213591987282
2024-04-14,12712.939241605158
2024-04-15,12725.440797277644
2024-04-16,13580.747341645903
2024-04-17,13650.483288169866
2024-04-18,13754.17605932222
2024-04-19,11793.16731109787
2024-04-20,11715.089326346246
2024-04-21,11700.277838811304
2024-04-22,11684.9301268347
2024-04-23,12057.384377914626
2024-04-24,11916.543044581293
2024-04-25,11761.292101367071
2024-04-26,12265.21628911664
2024-04-27,12234.68195969386
2024-04-28,12174.685506311976
2024-04-29,12279.919501487451
2024-04-30,12238.708500481478
2024-05-01,12280.485189748324
2024-05-02,12276.78619774893
2024-05-03,12223.653739147929
2024-05-04,12234.330388999631
2024-05-05,12286.053625274191
2024-05-06,12284.30017112316
2024-05-07,12233.222036697292
2024-05-08,12258.902217278754
2024-05-09,12275.497145793288
2024-05-10,12385.477927162225
2024-05-11,11919.64175932294
2024-05-12,11882.225516060267
2024-05-13,11882.00976297862
2024-05-14,11867.915011063476
2024-05-15,11846.052108530426
2024-05-16,11784.335831276672
2024-05-17,11763.908944601591
2024-05-18,11811.238776708227
2024-05-19,11718.22703436533
2024-05-20,11600.73293669651
2024-05-21,11482.163909724532
2024-05-22,11363.174955457416
2024-05-23,11195.045766662886
2024-05-24,11554.460844439624
2024-05-25,11338.772048626928
2024-05-26,11343.916163438404
2024-05-27,11293.332971864236
2024-05-28,11135.535031918753
2024-05-29,11143.506052820105
2024-05-30,11148.175909678595
2024-05-31,11142.546251701626
2024-06-01,11028.484762213431
2024-06-02,11021.827919655943
2024-06-03,10999.86392859953
2024-06-04,10976.874851666997
2024-06-05,11064.459014055996
2024-06-06,10943.135870915068
2024-06-07,10941.63872208854
2024-06-08,10993.785622022802
2024-06-09,10965.195545641476
2024-06-10,10948.87667297848
2024-06-11,11102.224612793245
2024-06-12,10614.153169558487
2024-06-13,10545.964927496028
2024-06-14,10530.185480724744
2024-06-15,10491.862399728978
2024-06-16,10432.411573976844
2024-06-17,10427.063170317504
2024-06-18,10526.69228417462
2024-06-19,10414.41946208353
2024-06-20,10574.075439286158
2024-06-21,10589.01648371464
2024-06-22,10575.641277912771
2024-06-23,10573.049946509464
2024-06-24,10564.784201424298
2024-06-25,10988.082935195882
2024-06-26,10901.378983515866
2024-06-27,10872.993139370645
2024-06-28,10863.00241857178
2024-06-29,10732.034419602129
2024-06-30,10695.833034011668
2024-07-01,10695.1526078164
2024-07-02,10667.134718625435
2024-07-03,10916.857514913629
2024-07-04,10923.94751538847
2024-07-05,10712.487895483606
2024-07-06,10082.93616777266
2024-07-07,10219.522001744524
2024-07-08,10024.487084420476
2024-07-09,10074.10513738936
2024-07-10,10519.140183530446
2024-07-11,10498.53184755992
2024-07-12,10517.428361954378
2024-07-13,10445.29246357638
2024-07-14,10478.67795031004
2024-07-15,10468.933162204978
2024-07-16,10414.574361418066
2024-07-17,10748.784725296007
2024-07-18,10912.445107277545
2024-07-19,10248.187543772336
2024-07-20,10154.363965281222
2024-07-21,10119.40149764038
2024-07-22,10291.3487423985
2024-07-23,10241.3543548393
2024-07-24,9919.482281160435
2024-07-25,10235.74060130196
2024-07-26,10183.518002459692
2024-07-27,10194.56509629485
2024-07-28,9995.942693241795
2024-07-29,9993.18328366944
2024-07-30,10060.245494072522
2024-07-31,9973.457919517035
2024-08-01,9911.8352191157
2024-08-02,10151.416805714272
2024-08-03,10171.267254291197
2024-08-04,10248.389026825576
2024-08-05,9579.496949484852
2024-08-06,9482.905925144549
2024-08-07,9340.856379572018
2024-08-08,9368.203308997265
2024-08-09,9207.582142579098
2024-08-10,9281.685655837544
2024-08-11,9422.659277443508
2024-08-12,9257.89942886202
2024-08-13,9223.16778652183
2024-08-14,9322.566235991326
2024-08-15,9300.362763288009
2024-08-16,9407.295484138613
2024-08-17,9434.169891000867
2024-08-18,9494.63117250182
2024-08-19,9494.3936750738
2024-08-20,9527.742386486752
2024-08-21,9535.618350112996
2024-08-22,9545.608222673243
2024-08-23,9539.436779713064
2024-08-24,9434.928392000977
2024-08-25,9346.26898924696
2024-08-26,9309.902635728242
2024-08-27,9266.477161175448
2024-08-28,9471.615763424632
2024-08-29,9430.311250934656
2024-08-30,9584.512936305297
2024-08-31,9490.484884248954
2024-09-01,9405.290210870018
2024-09-02,9325.29048725669
2024-09-03,9259.783496032784
2024-09-04,9275.55486321348
2024-09-05,9339.742868869873
2024-09-06,9296.153166107735
2024-09-07,8563.558226346377
2024-09-08,8486.18625912291
2024-09-09,8279.855033853375
2024-09-10,8381.945937361283
2024-09-11,8940.907282252709
2024-09-12,9034.815904157618
2024-09-13,9041.377192973268
2024-09-14,9132.669903390311
2024-09-15,9168.94743397735
2024-09-16,9216.172425669423
2024-09-17,8850.398482367662
2024-09-18,8798.001319978925
2024-09-19,8749.898674776416
2024-09-20,8810.598418028692
2024-09-21,9114.653671226397
2024-09-22,9068.85529455846
2024-09-23,9021.01322626886
2024-09-24,9176.4393669683
2024-09-25,9165.62783570568
2024-09-26,9223.674042506547
2024-09-27,9268.895157350831
2024-09-28,9509.742738615776
2024-09-29,9425.050513644475
2024-09-30,9404.51371416219
2024-10-01,9498.760848674752
2024-10-02,9571.961036777257
2024-10-03,9855.683923930685
2024-10-04,9810.348010816406
2024-10-05,9747.560634685537
2024-10-06,9738.354483793884
2024-10-07,9699.831035319605
2024-10-08,9692.141917553668
2024-10-09,9657.132328311678
2024-10-10,9641.152887379509
2024-10-11,9615.141862190456
2024-10-12,9257.05125369816
2024-10-13,9471.126852919537
2024-10-14,9425.434584531333
2024-10-15,9266.12837483859
2024-10-16,9097.86837984183
2024-10-17,9095.925667742233
2024-10-18,9112.36940545649
2024-10-19,9135.920653368185
2024-10-20,9098.667683368183
2024-10-21,9027.671615649057
2024-10-22,9029.257465836254
2024-10-23,9062.297876747254
2024-10-24,9229.609520858688
2024-10-25,9482.511462569451
2024-10-26,10011.086275421385
2024-10-27,10079.934790095185
2024-10-28,9923.36815896489
