date,0x1A2a1c938CE3eC39b6D47113c7955bAa9DD454F2
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.0
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.1
2021-01-28,0.1
2021-01-29,0.1
2021-01-30,0.1
2021-01-31,0.1
2021-02-01,0.1
2021-02-02,0.2
2021-02-03,0.2
2021-02-04,27.159
2021-02-05,48.049
2021-02-06,51.899
2021-02-07,60.6755
2021-02-08,67.6665
2021-02-09,959.9105
2021-02-10,110.9895
2021-02-11,121.8758
2021-02-12,131.8952
2021-02-13,133.992557
2021-02-14,131.625757
2021-02-15,151.203257
2021-02-16,150.358257
2021-02-17,173.455411
2021-02-18,183.594811
2021-02-19,212.043611
2021-02-20,209.252011
2021-02-21,214.351857
2021-02-22,244.262855
2021-02-23,249.206855
2021-02-24,263.571555
2021-02-25,412.606023
2021-02-26,419.580223
2021-02-27,343.084623
2021-02-28,336.998723
2021-03-01,336.993553
2021-03-02,339.256528
2021-03-03,340.803128
2021-03-04,352.441828
2021-03-05,389.478918
2021-03-06,535.45458
2021-03-07,503.921185
2021-03-08,528.644215
2021-03-09,778.444099
2021-03-10,637.329899
2021-03-11,627.258499
2021-03-12,617.673119
2021-03-13,629.769019
2021-03-14,646.568319
2021-03-15,641.840176
2021-03-16,620.661676
2021-03-17,651.902576
2021-03-18,670.556776
2021-03-19,692.621576
2021-03-20,670.363776
2021-03-21,701.483976
2021-03-22,753.15414266
2021-03-23,708.72544266
2021-03-24,687.06187166
2021-03-25,694.29547166
2021-03-26,683.54327166
2021-03-27,641.97597166
2021-03-28,570.87177166
2021-03-29,588.72027166
2021-03-30,555.88742166
2021-03-31,538.97879466
2021-04-01,535.35969466
2021-04-02,516.62382466
2021-04-03,522.79552466
2021-04-04,525.59022466
2021-04-05,514.02082466
2021-04-06,531.65482466
2021-04-07,527.96708466
2021-04-08,545.40598466
2021-04-09,558.74488466
2021-04-10,582.84093466
2021-04-11,605.19278466
2021-04-12,595.35785466
2021-04-13,599.04005466
2021-04-14,587.79455466
2021-04-15,579.13595466
2021-04-16,584.42663366
2021-04-17,586.27453366
2021-04-18,588.26533366
2021-04-19,575.65823366
2021-04-20,590.84473366
2021-04-21,593.06823366
2021-04-22,610.81738366
2021-04-23,586.09373366
2021-04-24,621.22240466
2021-04-25,642.78111466
2021-04-26,670.36059566
2021-04-27,657.16906066
2021-04-28,680.75351066
2021-04-29,755.3753225223829
2021-04-30,845.2858736393972
2021-05-01,1227.8466896742
2021-05-02,1261.9449725324591
2021-05-03,1325.2905024791016
2021-05-04,1380.92337930984
2021-05-05,1398.0674768869205
2021-05-06,1457.76508639836
2021-05-07,1473.206451780282
2021-05-08,1494.2122078178136
2021-05-09,1499.4131054748227
2021-05-10,1515.4038468347908
2021-05-11,1483.0444635151057
2021-05-12,1509.9615672253053
2021-05-13,1512.0921998713045
2021-05-14,1467.6056029484832
2021-05-15,1528.4116816843252
2021-05-16,1591.585943040097
2021-05-17,1585.320863857229
2021-05-18,1703.603160594654
2021-05-19,1805.5788153982505
2021-05-20,1831.1641177310048
2021-05-21,1934.9641643192028
2021-05-22,2025.233488250442
2021-05-23,2071.569988822481
2021-05-24,2139.162333278677
2021-05-25,2132.1200408268546
2021-05-26,2240.695753936095
2021-05-27,2216.5074794905
2021-05-28,2226.1930745365953
2021-05-29,2469.4835805164184
2021-05-30,2823.0554938035075
2021-05-31,3015.186499630402
2021-06-01,3321.9107792264763
2021-06-02,3515.1050800229264
2021-06-03,3673.3362833259084
2021-06-04,4009.6721256305655
2021-06-05,4313.489240857321
2021-06-06,4400.282193567719
2021-06-07,4528.283749195896
2021-06-08,4477.43489218102
2021-06-09,4942.153240118825
2021-06-10,4991.05526831546
2021-06-11,5022.340425271863
2021-06-12,5488.535108390682
2021-06-13,5638.043893729966
2021-06-14,5718.48950646926
2021-06-15,5672.416803338994
2021-06-16,5838.106729538206
2021-06-17,6193.410634692455
2021-06-18,6630.24897862365
2021-06-19,6926.193941569051
2021-06-20,7262.3477291321315
2021-06-21,7494.38247108137
2021-06-22,8134.808197334355
2021-06-23,8720.851287099651
2021-06-24,8725.652453558077
2021-06-25,9603.498697992549
2021-06-26,9977.825503444352
2021-06-27,10500.07331540578
2021-06-28,11148.562254649227
2021-06-29,11309.304360883776
2021-06-30,11960.360461844048
2021-07-01,12687.687430819375
2021-07-02,13219.274037240251
2021-07-03,14576.163908407403
2021-07-04,16061.620728946005
2021-07-05,17017.45772358569
2021-07-06,18761.419876613432
2021-07-07,20396.520030752617
2021-07-08,21971.313511170654
2021-07-09,24426.51604238005
2021-07-10,26506.628031939894
2021-07-11,29022.815805266036
2021-07-12,29478.583681643147
2021-07-13,33182.935754893275
2021-07-14,40168.92063090397
2021-07-15,42098.377706912746
2021-07-16,42647.10675503537
2021-07-17,42268.45551008821
2021-07-18,40317.82009734988
2021-07-19,39698.99728024066
2021-07-20,39469.05847380736
2021-07-21,39914.45571903157
2021-07-22,40638.65342856877
2021-07-23,43102.02125627299
2021-07-24,47260.103205092164
2021-07-25,49316.70095410799
2021-07-26,48945.080752583424
2021-07-27,47234.82718960187
2021-07-28,48374.50668204205
2021-07-29,47957.793330136185
2021-07-30,49714.2411938661
2021-07-31,50508.99586038531
2021-08-01,50866.54560839346
2021-08-02,51226.284471523686
2021-08-03,52309.27543337355
2021-08-04,54676.783180051556
2021-08-05,55530.447334012315
2021-08-06,54888.946417219784
2021-08-07,55629.00122869867
2021-08-08,54367.944686462026
2021-08-09,54274.60757904229
2021-08-10,54707.89696671693
2021-08-11,56422.130983084404
2021-08-12,57612.60776923092
2021-08-13,58180.39750897851
2021-08-14,58199.184466318504
2021-08-15,58926.42081741275
2021-08-16,59204.030885839085
2021-08-17,59975.663053593904
2021-08-18,60747.00439235201
2021-08-19,61553.16021324323
2021-08-20,62439.18616663313
2021-08-21,63128.12030517508
2021-08-22,62596.41514378922
2021-08-23,63556.310187484196
2021-08-24,62074.58501530784
2021-08-25,62998.75776050496
2021-08-26,62864.50958020887
2021-08-27,63296.17984758952
2021-08-28,63560.48012842097
2021-08-29,64336.09176855205
2021-08-30,64498.425407664356
2021-08-31,64803.829157334934
2021-09-01,64248.01437209125
2021-09-02,63071.72740447364
2021-09-03,63492.40839175876
2021-09-04,64708.91459720857
2021-09-05,65415.60029328349
2021-09-06,65308.35855684284
2021-09-07,65001.308322413344
2021-09-08,64956.86103561642
2021-09-09,65190.95086500874
2021-09-10,65156.03914457367
2021-09-11,65560.24970599622
2021-09-12,65094.15687371622
2021-09-13,64684.45620870177
2021-09-14,65002.99394469599
2021-09-15,65134.08465190923
2021-09-16,65431.31856812751
2021-09-17,65830.43697771717
2021-09-18,65893.17985122632
2021-09-19,66276.65033824235
2021-09-20,65977.01801124738
2021-09-21,65760.98927078016
2021-09-22,66236.9107511267
2021-09-23,66286.99874545698
2021-09-24,67181.51817507128
2021-09-25,68550.66737326226
2021-09-26,68753.72231272576
2021-09-27,68704.39295806014
2021-09-28,68819.60076977815
2021-09-29,69600.78033596367
2021-09-30,70169.80103111321
2021-10-01,70107.70837955226
2021-10-02,69981.5157462743
2021-10-03,70851.47383658362
2021-10-04,71559.03395936494
2021-10-05,74044.07082313974
2021-10-06,75804.70487238685
2021-10-07,76288.78328811916
2021-10-08,77058.68447168931
2021-10-09,78042.37729912247
2021-10-10,78860.42361555505
2021-10-11,79739.20148258805
2021-10-12,80068.61117397502
2021-10-13,81670.1650319823
2021-10-14,82706.088921853
2021-10-15,83097.94460352538
2021-10-16,84668.29555997689
2021-10-17,85128.12480729692
2021-10-18,85765.87903151817
2021-10-19,87102.29357861509
2021-10-20,88814.40772699863
2021-10-21,89530.60185761887
2021-10-22,90590.38322796026
2021-10-23,91706.46927736433
2021-10-24,92728.68278534207
2021-10-25,93708.40280757118
2021-10-26,95057.10295755632
2021-10-27,96699.70115707921
2021-10-28,98159.56699927845
2021-10-29,99232.58421540073
2021-10-30,99881.83818438677
2021-10-31,101614.40861914017
2021-11-01,102355.74273540672
2021-11-02,102794.30418015966
2021-11-03,104386.91415949097
2021-11-04,106504.05689160261
2021-11-05,135008.10221839198
2021-11-06,200114.0013751297
2021-11-07,235451.33271603493
2021-11-08,244825.62289115848
2021-11-09,245766.1512536873
2021-11-10,249429.69937260027
2021-11-11,254133.60515547253
2021-11-12,263651.5822673741
2021-11-13,275065.30136927054
2021-11-14,279092.6742060799
2021-11-15,284607.5113448146
2021-11-16,287740.60697055596
2021-11-17,285610.2871612639
2021-11-18,290348.38576992706
2021-11-19,288360.8394223355
2021-11-20,289292.63623102516
2021-11-21,289210.8785473051
2021-11-22,292154.15198870207
2021-11-23,295968.6074578278
2021-11-24,297830.85923117783
2021-11-25,301045.42197021964
2021-11-26,299109.3934254951
2021-11-27,300882.99553288054
2021-11-28,302827.2816509721
2021-11-29,304264.67002511834
2021-11-30,305366.9979599048
2021-12-01,314536.4075229827
2021-12-02,319219.3952892217
2021-12-03,324689.5333942992
2021-12-04,338935.3218052086
2021-12-05,321751.0755268808
2021-12-06,313371.1068967945
2021-12-07,311587.8465844755
2021-12-08,313396.3831819942
2021-12-09,319890.232737225
2021-12-10,323505.74334202695
2021-12-11,324595.5418331743
2021-12-12,325975.8580577524
2021-12-13,327243.4292952548
2021-12-14,326601.514981588
2021-12-15,331968.1355674679
2021-12-16,333167.6085241752
2021-12-17,321895.8151388686
2021-12-18,319132.06207972666
2021-12-19,319342.5583500823
2021-12-20,319795.87650333374
2021-12-21,319596.2633871332
2021-12-22,325149.86081897
2021-12-23,331214.9165976744
2021-12-24,333001.68242178595
2021-12-25,336547.5233916984
2021-12-26,338685.60874878155
2021-12-27,338643.33356717037
2021-12-28,340709.7264999957
2021-12-29,341800.0507513548
2021-12-30,338116.5880609284
2021-12-31,337267.09974822495
2022-01-01,337656.2474891224
2022-01-02,337916.72127934755
2022-01-03,339065.1997955782
2022-01-04,338759.6376650023
2022-01-05,338077.1130590489
2022-01-06,335001.253662945
2022-01-07,333382.35760973196
2022-01-08,335271.0042031864
2022-01-09,332781.0674957548
2022-01-10,333929.78881535557
2022-01-11,334493.6615947618
2022-01-12,334838.4595146047
2022-01-13,336387.6723022683
2022-01-14,334471.4935190878
2022-01-15,334301.82099179784
2022-01-16,335021.2739815842
2022-01-17,343255.7349122772
2022-01-18,343175.9511635322
2022-01-19,342809.08746251994
2022-01-20,342509.2343197762
2022-01-21,343717.25895640353
2022-01-22,341809.27245824557
2022-01-23,323206.11915906065
2022-01-24,327957.0341055079
2022-01-25,330496.81956939097
2022-01-26,329283.11378809536
2022-01-27,330081.0209476998
2022-01-28,343673.5789796166
2022-01-29,362135.8237924204
2022-01-30,336364.3633224552
2022-01-31,345076.3769911252
2022-02-01,338619.4482557421
2022-02-02,335617.5542993907
2022-02-03,334277.62128775317
2022-02-04,304018.8087234763
2022-02-05,297268.42239099665
2022-02-06,296475.5333094001
2022-02-07,297367.22754135623
2022-02-08,297582.3488064496
2022-02-09,298403.1411501862
2022-02-10,301078.3593988045
2022-02-11,305412.2684651262
2022-02-12,302566.2770085177
2022-02-13,303166.2444345881
2022-02-14,303384.43417444016
2022-02-15,178259.32856447398
2022-02-16,178936.65633094066
2022-02-17,178225.79867419557
2022-02-18,176942.83493647576
2022-02-19,179402.21954892002
2022-02-20,178850.2803208685
2022-02-21,177952.33454430688
2022-02-22,177270.44281875825
2022-02-23,176983.34759076778
2022-02-24,179303.46085147027
2022-02-25,172819.34885415103
2022-02-26,173853.74649669824
2022-02-27,174010.90802539818
2022-02-28,174084.44868556983
2022-03-01,177275.31649578453
2022-03-02,176701.5302730917
2022-03-03,175867.73799999864
2022-03-04,175721.9556380916
2022-03-05,175631.61858780278
2022-03-06,176601.523440907
2022-03-07,175708.61404935477
2022-03-08,174317.50436904127
2022-03-09,173769.7841479086
2022-03-10,174426.57770504677
2022-03-11,174848.52388756257
2022-03-12,174545.6442920212
2022-03-13,174555.55333136674
2022-03-14,174776.3886055454
2022-03-15,173474.61906509212
2022-03-16,172614.75718639256
2022-03-17,172198.38110119555
2022-03-18,172327.06140063598
2022-03-19,173133.95651082232
2022-03-20,173505.78711358985
2022-03-21,173468.46375261515
2022-03-22,173594.1297911288
2022-03-23,173579.41366896237
2022-03-24,519.7424591603179
2022-03-25,1654.885665332185
2022-03-26,2573.1198187772716
2022-03-27,2548.69073646521
2022-03-28,3511.2945103719517
2022-03-29,2675.226264937148
2022-03-30,2202.668146048454
2022-03-31,2202.668146048454
2022-04-01,2202.668146048454
2022-04-02,2202.668146048454
2022-04-03,2202.668146048454
2022-04-04,2202.668146048454
2022-04-05,2202.668146048454
2022-04-06,2202.668146048454
2022-04-07,2202.668146048454
2022-04-08,2202.668146048454
2022-04-09,2202.668146048454
2022-04-10,2202.668146048454
2022-04-11,2202.668146048454
2022-04-12,2202.668146048454
2022-04-13,2202.668146048454
2022-04-14,2202.668146048454
2022-04-15,2202.668146048454
2022-04-16,2202.668146048454
2022-04-17,2202.668146048454
2022-04-18,2202.668146048454
2022-04-19,2202.668146048454
2022-04-20,2202.668146048454
2022-04-21,2202.668146048454
2022-04-22,2202.668146048454
2022-04-23,2202.668146048454
2022-04-24,2202.668146048454
2022-04-25,2202.668146048454
2022-04-26,2202.668146048454
2022-04-27,2202.688146048454
2022-04-28,2202.688146048454
2022-04-29,2202.688146048454
2022-04-30,2202.688146048454
2022-05-01,2202.688146048454
2022-05-02,2202.688146048454
2022-05-03,2202.688146048454
2022-05-04,2202.688146048454
2022-05-05,2202.688146048454
2022-05-06,2202.688146048454
2022-05-07,2202.688146048454
2022-05-08,2202.688146048454
2022-05-09,2202.688146048454
2022-05-10,2202.688146048454
2022-05-11,2202.688146048454
2022-05-12,2202.688146048454
2022-05-13,2202.688146048454
2022-05-14,2202.688146048454
2022-05-15,2202.688146048454
2022-05-16,2202.688146048454
2022-05-17,2202.688146048454
2022-05-18,2202.688146048454
2022-05-19,2202.688146048454
2022-05-20,2202.688146048454
2022-05-21,2202.688146048454
2022-05-22,2202.688146048454
2022-05-23,2202.688146048454
2022-05-24,2202.688146048454
2022-05-25,2202.688146048454
2022-05-26,2202.688146048454
2022-05-27,2202.688146048454
2022-05-28,2202.688146048454
2022-05-29,2202.688146048454
2022-05-30,2202.688146048454
2022-05-31,2202.688146048454
2022-06-01,2202.688146048454
2022-06-02,2202.688146048454
2022-06-03,2202.688146048454
2022-06-04,2202.688146048454
2022-06-05,2202.688146048454
2022-06-06,2202.688146048454
2022-06-07,2202.688146048454
2022-06-08,2202.688146048454
2022-06-09,2202.688146048454
2022-06-10,2202.688146048454
2022-06-11,2202.688146048454
2022-06-12,2202.688146048454
2022-06-13,2202.688146048454
2022-06-14,2202.688146048454
2022-06-15,2202.688146048454
2022-06-16,2202.688146048454
2022-06-17,2202.688146048454
2022-06-18,2202.688146048454
2022-06-19,2202.688146048454
2022-06-20,2202.688146048454
2022-06-21,2202.688146048454
2022-06-22,2202.688146048454
2022-06-23,2202.688146048454
2022-06-24,2202.688146048454
2022-06-25,2202.688146048454
2022-06-26,2202.688146048454
2022-06-27,2202.688146048454
2022-06-28,2202.688146048454
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
