date,0x8484Ef722627bf18ca5Ae6BcF031c23E6e922B30,0xa45b966996374E9e65ab991C6FE4Bfce3a56DDe8
2020-04-25,,
2020-04-26,,
2020-04-27,,
2020-04-28,,
2020-04-29,,
2020-04-30,,
2020-05-01,,
2020-05-02,,
2020-05-03,,
2020-05-04,,
2020-05-05,,
2020-05-06,,
2020-05-07,,
2020-05-08,,
2020-05-09,,
2020-05-10,,
2020-05-11,,
2020-05-12,,
2020-05-13,,
2020-05-14,,
2020-05-15,,
2020-05-16,,
2020-05-17,,
2020-05-18,,
2020-05-19,,
2020-05-20,,
2020-05-21,,
2020-05-22,,
2020-05-23,,
2020-05-24,,
2020-05-25,,
2020-05-26,,
2020-05-27,,
2020-05-28,,
2020-05-29,,
2020-05-30,,
2020-05-31,,
2020-06-01,,
2020-06-02,,
2020-06-03,,
2020-06-04,,
2020-06-05,,
2020-06-06,,
2020-06-07,,
2020-06-08,,
2020-06-09,,
2020-06-10,,
2020-06-11,,
2020-06-12,,0.0
2020-06-13,,0.004269867864806118
2020-06-14,,0.004269867864806118
2020-06-15,,0.004269867864806118
2020-06-16,,0.040666303006174354
2020-06-17,,0.040666303006174354
2020-06-18,,0.040666303006174354
2020-06-19,,0.041666303006174354
2020-06-20,,0.05266630300617435
2020-06-21,,0.4057785318263591
2020-06-22,,0.4157785318263591
2020-06-23,,0.4157785318263591
2020-06-24,,0.4157785318263591
2020-06-25,,0.4284581446476384
2020-06-26,,0.4284581446476384
2020-06-27,,0.4284581446476384
2020-06-28,,0.4284581446476384
2020-06-29,,0.4284581446476384
2020-06-30,,2.423762661553429
2020-07-01,,2.4583566351332946
2020-07-02,,2.3963566351332948
2020-07-03,,2.4013566351332947
2020-07-04,,2.550289443087298
2020-07-05,,2.618023784865719
2020-07-06,,2.6798035622769403
2020-07-07,,2.7478035622769403
2020-07-08,,2.7488035622769402
2020-07-09,,2.7488035622769402
2020-07-10,,2.8357392848250447
2020-07-11,,2.8357392848250447
2020-07-12,,3.5898652374786746
2020-07-13,,3.673302807027917
2020-07-14,,3.6943028070279174
2020-07-15,,25.157305189527477
2020-07-16,,25.22652017507391
2020-07-17,,25.28057376586323
2020-07-18,,26.10157414908423
2020-07-19,,26.10157414908423
2020-07-20,,29.22767648605197
2020-07-21,,29.422053855232537
2020-07-22,,29.65782927374276
2020-07-23,,29.71321515104626
2020-07-24,,7.309704285792165
2020-07-25,,9.58472777662769
2020-07-26,,9.58472777662769
2020-07-27,,9.66513760404989
2020-07-28,,9.679545890319163
2020-07-29,,6.339554071131557
2020-07-30,,6.383991706064272
2020-07-31,,6.472591293614522
2020-08-01,,6.472591293614522
2020-08-02,,8.894860886867642
2020-08-03,,55.54905701358691
2020-08-04,,57.25669509675057
2020-08-05,,57.35023268138574
2020-08-06,,57.39602660581831
2020-08-07,,57.39602660581831
2020-08-08,,57.787226605818304
2020-08-09,,58.05942168566397
2020-08-10,,58.05942168566397
2020-08-11,,58.084411856521996
2020-08-12,,58.084411856521996
2020-08-13,,58.084411856521996
2020-08-14,,64.57232155208867
2020-08-15,,64.67232155208866
2020-08-16,,64.77365151231682
2020-08-17,,70.4736515123168
2020-08-18,,71.19240108092905
2020-08-19,,71.19340108092904
2020-08-20,,71.27568600190125
2020-08-21,,71.58445283664936
2020-08-22,,71.58445283664936
2020-08-23,,71.63683144799127
2020-08-24,,71.63683144799127
2020-08-25,,72.23477661980556
2020-08-26,,72.28403912848566
2020-08-27,,60.22540876490883
2020-08-28,0.0,60.35843178115141
2020-08-29,0.5,60.46715584118162
2020-08-30,0.5,60.51615505413736
2020-08-31,0.5,60.51615505413736
2020-09-01,0.5,60.61615505413735
2020-09-02,5.5,60.77000145316829
2020-09-03,10.5,60.82016222521839
2020-09-04,10.5,60.82016222521839
2020-09-05,10.6118085594326,60.867460225218394
2020-09-06,10.5118085594326,60.867460225218394
2020-09-07,10.5118085594326,60.867460225218394
2020-09-08,10.5418085594326,60.96746022521839
2020-09-09,14.0418085594326,61.24601941462191
2020-09-10,14.0418085594326,60.75601941462191
2020-09-11,14.1418085594326,60.75601941462191
2020-09-12,14.4668085594326,60.75601941462191
2020-09-13,14.5858085594326,60.75601941462191
2020-09-14,14.5958085594326,60.76601941462191
2020-09-15,14.7758085594326,60.76601941462191
2020-09-16,35.2858085594326,60.889019414621906
2020-09-17,35.3758085594326,60.9173052553139
2020-09-18,35.3758085594326,60.9173052553139
2020-09-19,55.92815093673658,61.099305255313894
2020-09-20,57.56115093673658,61.099305255313894
2020-09-21,57.76515093673658,61.1125052553139
2020-09-22,58.105150936736585,61.1125052553139
2020-09-23,59.125401155239274,61.21250525531389
2020-09-24,90.14040115523927,62.9725052553139
2020-09-25,88.64040115523927,62.9725052553139
2020-09-26,253.8881658190174,62.25610192754872
2020-09-27,245.36755370925593,62.25610192754872
2020-09-28,246.9517526508017,62.25610192754872
2020-09-29,252.5320777802428,62.25610192754872
2020-09-30,252.6940777802428,62.50610192754872
2020-10-01,362.8241160756931,179.17595538954063
2020-10-02,346.5845495917436,183.06468461796823
2020-10-03,351.1765377517912,183.26646161796822
2020-10-04,351.04911297454305,184.33170671032866
2020-10-05,349.6766418394605,184.33170671032866
2020-10-06,348.9755875242907,184.39270671032867
2020-10-07,349.4825690310011,184.89270671032867
2020-10-08,357.31856903100106,178.76903950909474
2020-10-09,354.83730685556264,179.16767309216237
2020-10-10,410.912234075096,179.31967309216236
2020-10-11,509.5541139495357,182.46067309216238
2020-10-12,1081.911113676751,207.79763145742908
2020-10-13,1026.7515161369308,122.17297381732492
2020-10-14,1074.6445908028718,128.76597381732492
2020-10-15,1130.9122592798676,129.60597381732492
2020-10-16,1087.0281164277774,130.21935128658728
2020-10-17,1037.567473864363,130.06935128658728
2020-10-18,496.5260212741231,128.5353512865873
2020-10-19,508.23027384943583,113.2985103120045
2020-10-20,424.8812024101903,98.08148309973532
2020-10-21,395.3096689407459,93.04548309973532
2020-10-22,407.4939245106399,93.04548309973532
2020-10-23,384.4012741400091,92.30045209127678
2020-10-24,487.625196841602,94.76845209127679
2020-10-25,589.1906805373176,93.65845209127679
2020-10-26,990.080018240943,94.24645209127678
2020-10-27,1505.3783881530935,91.81105365925985
2020-10-28,1485.8581959871224,91.81105365925985
2020-10-29,1018.0643555278936,91.02652982156981
2020-10-30,989.917397778856,89.91173982156981
2020-10-31,999.3242193984166,88.4417398215698
2020-11-01,1025.4039071871234,88.50373982156981
2020-11-02,979.0745189508884,88.55767462297025
2020-11-03,1021.0920443719316,88.64408627350564
2020-11-04,1033.1709247174629,88.64608627350563
2020-11-05,1023.5955522192608,88.64608627350563
2020-11-06,1010.0382205632624,88.65608627350564
2020-11-07,899.552822264464,88.65608627350564
2020-11-08,821.6647968654362,88.65608627350564
2020-11-09,423.75770633956097,88.65623898585828
2020-11-10,402.37982442805543,88.65623898585828
2020-11-11,415.45643144504703,88.02813664889054
2020-11-12,408.1994727283215,90.58020184749009
2020-11-13,409.4005341826236,90.58668848182415
2020-11-14,418.1146746619629,91.20668848182416
2020-11-15,419.1716482184804,91.20668848182416
2020-11-16,427.329694387628,91.46868848182416
2020-11-17,426.5694108050403,91.46868848182416
2020-11-18,414.37949124086896,91.46868848182416
2020-11-19,414.6038714610018,91.46968848182415
2020-11-20,420.4497186013568,88.93192336010964
2020-11-21,415.7313754215421,88.53192336010963
2020-11-22,412.9012721416296,88.53192336010963
2020-11-23,412.6428722223376,88.31192336010963
2020-11-24,406.65419728948257,88.4800349705733
2020-11-25,390.3550762892371,88.6500349705733
2020-11-26,393.02732954377217,88.6500349705733
2020-11-27,395.0028397205065,88.6500349705733
2020-11-28,387.3808235578,88.6500349705733
2020-11-29,376.06224479456426,88.6500349705733
2020-11-30,386.18456499252454,88.6500349705733
2020-12-01,386.7507855986272,89.8380349705733
2020-12-02,390.4288281813222,89.8380349705733
2020-12-03,392.9778370093486,89.8380349705733
2020-12-04,399.13938012694473,91.08212260823429
2020-12-05,389.7862415865312,91.20212260823429
2020-12-06,385.0040941917113,91.20212260823429
2020-12-07,390.05855046381015,91.20212260823429
2020-12-08,391.3008504851195,91.5241226082343
2020-12-09,396.6591604851299,91.09012260823428
2020-12-10,402.976558673892,91.10312260823429
2020-12-11,371.0872526078365,91.63512260823428
2020-12-12,369.2943415169032,91.2656933632703
2020-12-13,370.0705311989079,91.2656933632703
2020-12-14,320.60353168921364,91.1456933632703
2020-12-15,351.5757303620554,91.16950082640582
2020-12-16,336.23405253087935,91.17450082640582
2020-12-17,334.83094412055607,91.20450082640582
2020-12-18,348.17819990066334,91.25550082640582
2020-12-19,357.9666063212678,91.25550082640582
2020-12-20,397.5856239510115,91.48720177197231
2020-12-21,418.43348394065225,93.95053089299482
2020-12-22,459.6668145206329,94.66920339023066
2020-12-23,457.0340681664172,95.22632584002604
2020-12-24,456.82117477604663,95.61332584002604
2020-12-25,458.2715991474013,95.64432584002603
2020-12-26,468.0576642398591,96.0698600109387
2020-12-27,467.40386229098294,96.0698600109387
2020-12-28,468.1486712761506,96.38546698682029
2020-12-29,458.2885749722624,94.17146698682029
2020-12-30,454.8978172485049,94.19146698682029
2020-12-31,456.3673858395581,94.19146698682029
2021-01-01,453.7052382117557,94.19146698682029
2021-01-02,453.22103210121554,93.4764669868203
2021-01-03,453.9148681619372,93.4964669868203
2021-01-04,443.5657153595055,93.52846698682029
2021-01-05,443.7079158867441,93.52846698682029
2021-01-06,447.1490275938275,93.73632950812055
2021-01-07,446.9656440359134,93.73632950812055
2021-01-08,447.4796117524505,93.73632950812055
2021-01-09,450.7592283190611,91.94899247932746
2021-01-10,452.7644271585249,91.96599247932745
2021-01-11,456.7983966368959,92.31599247932745
2021-01-12,458.450089107904,92.31599247932745
2021-01-13,465.74248117593294,94.09299247932745
2021-01-14,459.4295697056552,94.34299247932745
2021-01-15,458.4390003383939,94.03624141881004
2021-01-16,440.0064339236119,94.03624141881004
2021-01-17,453.12064600830865,94.09424141881004
2021-01-18,465.2776588405593,101.73000248531488
2021-01-19,490.1671173250769,107.97808212742086
2021-01-20,500.1500989532718,130.85312334135307
2021-01-21,521.9859675215889,130.05709730300296
2021-01-22,545.1962549336395,130.0898933656265
2021-01-23,550.1698130407635,130.1598933656265
2021-01-24,562.0583670474114,131.7278933656265
2021-01-25,556.312016482825,133.4858933656265
2021-01-26,565.7034003743222,128.42174741421138
2021-01-27,628.3201670601858,129.50174741421137
2021-01-28,673.9950791962559,110.77154099627545
2021-01-29,727.6671484438224,112.66854099627545
2021-01-30,800.5228657424605,113.7866887259742
2021-01-31,798.4356874948094,114.29168866762875
2021-02-01,775.508741870951,114.31168866762874
2021-02-02,781.1062712849258,114.46682763472957
2021-02-03,796.926205988494,109.47882763472957
2021-02-04,800.0065833702662,109.27882763472958
2021-02-05,774.6180426980852,105.60482763472957
2021-02-06,831.393133586389,105.60482763472957
2021-02-07,836.7171007096506,106.53025723624842
2021-02-08,841.3606235457881,104.53772663742845
2021-02-09,872.8169004098104,104.75772663742845
2021-02-10,932.845110978109,104.75772663742845
2021-02-11,993.2579265372622,122.10772663742846
2021-02-12,1019.3147130609752,122.10772663742846
2021-02-13,1067.7343649309212,122.10772663742846
2021-02-14,1077.1890484513349,122.25772663742845
2021-02-15,1079.6940783066482,120.69528874459216
2021-02-16,1131.1725460982748,120.69528874459216
2021-02-17,1202.263788024621,122.89528874459216
2021-02-18,1231.5774927763323,126.41288521559215
2021-02-19,1264.7970574571875,107.0391262325895
2021-02-20,1523.6944583496513,113.74655704985449
2021-02-21,1784.574072935916,121.21673574085449
2021-02-22,2123.988936339564,121.30879444465944
2021-02-23,2897.7745485466007,165.20657261199216
2021-02-24,4482.741338153528,169.75157261199215
2021-02-25,4985.888972089304,237.51074799727948
2021-02-26,5815.023790006451,257.0630952903952
2021-02-27,5952.640591950488,269.75001253628693
2021-02-28,6722.751487921003,315.8888345654108
2021-03-01,8917.836329685786,326.4648436015955
2021-03-02,9842.387557651708,307.97386913603646
2021-03-03,11954.343167538247,342.311458984116
2021-03-04,13161.867408271368,346.001163509194
2021-03-05,13628.351527467312,279.4076019941613
2021-03-06,13540.322794237009,286.3298390770605
2021-03-07,13484.040445777784,274.39716873506046
2021-03-08,12757.776304063118,226.5471687350605
2021-03-09,12887.025479397018,225.82030279132263
2021-03-10,13887.157059923918,203.6304235565996
2021-03-11,14086.241555417706,183.6715553010251
2021-03-12,14538.64485494814,214.03186031597403
2021-03-13,15594.26505315142,209.6741405409304
2021-03-14,16692.034628367834,206.71261753325982
2021-03-15,16836.416834099975,196.6006968740179
2021-03-16,17336.467441200377,211.41906921207024
2021-03-17,17523.579609635184,214.11906921207023
2021-03-18,17795.08524848416,223.7707209910017
2021-03-19,17963.628726215546,223.9707209910017
2021-03-20,17509.657325549575,227.2575064102404
2021-03-21,17711.635415472643,235.86750641024042
2021-03-22,18241.303038687365,233.61364811551604
2021-03-23,18222.06175820097,236.39569824095796
2021-03-24,18644.402049682667,218.77137890562022
2021-03-25,18815.299479484267,214.958981167074
2021-03-26,18810.314902476053,206.368981167074
2021-03-27,18727.482823904076,205.118981167074
2021-03-28,20053.96092919172,205.118981167074
2021-03-29,20402.13538861251,192.458991167074
2021-03-30,19977.841957476507,192.258991167074
2021-03-31,19935.632748801185,189.878991167074
2021-04-01,19967.67971040682,189.878991167074
2021-04-02,19912.273708848337,187.622991167074
2021-04-03,19817.836280279313,182.38694591898062
2021-04-04,19829.7933671342,182.38694591898062
2021-04-05,20122.70301714734,182.38694591898062
2021-04-06,19164.037943956944,180.2006078979806
2021-04-07,18497.617126914294,180.2006078979806
2021-04-08,19202.674171490024,147.2006078979806
2021-04-09,19879.38424704728,147.2006078979806
2021-04-10,20098.21419619095,146.2179636146512
2021-04-11,20240.819360341375,146.2179636146512
2021-04-12,20458.825977130473,146.2179636146512
2021-04-13,20187.88352909893,146.2179636146512
2021-04-14,21760.236859949437,146.2179636146512
2021-04-15,37994.304481084866,146.2179636146512
2021-04-16,56978.17807191393,146.2179636146512
2021-04-17,65838.13364611455,142.96241675065122
2021-04-18,63165.42552796091,142.96241675065122
2021-04-19,67008.55974843849,142.96241675065122
2021-04-20,67837.76514921247,142.96241675065122
2021-04-21,70042.20228995348,142.96241675065122
2021-04-22,71520.26992073137,142.96241675065122
2021-04-23,75530.5085672041,142.96241675065122
2021-04-24,89619.41975538123,141.33711165446357
2021-04-25,86434.38198025785,141.33711165446357
2021-04-26,96743.90208053552,141.33711165446357
2021-04-27,108071.45881219118,141.33711165446357
2021-04-28,130071.83511146226,140.82411165446356
2021-04-29,148836.61022001726,140.84411165446355
2021-04-30,215384.44812442493,140.84411165446355
2021-05-01,254460.2029902573,140.86411165446356
2021-05-02,294704.13122910477,136.62711165446356
2021-05-03,320060.6342073956,136.64879550446355
2021-05-04,322984.19859838265,136.7609859662686
2021-05-05,315001.9312411988,136.7855064162686
2021-05-06,313321.56874562375,134.65510536416872
2021-05-07,316168.73891730735,133.25913171429036
2021-05-08,347600.8830099856,133.25913171429036
2021-05-09,344157.0201939756,133.25913171429036
2021-05-10,349183.80543161643,133.25913171429036
2021-05-11,335799.5853908989,132.27306984140134
2021-05-12,336332.64719737496,132.27306984140134
2021-05-13,330359.38090569555,132.27306984140134
2021-05-14,359441.7235065462,132.27306984140134
2021-05-15,392271.5377855304,132.27306984140134
2021-05-16,434739.9215749105,131.77382236617714
2021-05-17,480314.9328152892,131.77382236617714
2021-05-18,510446.4946304304,131.77382236617714
2021-05-19,576918.6157837819,193.77382236617714
2021-05-20,612327.1422745717,193.77382236617714
2021-05-21,657490.8622605606,193.81382236617713
2021-05-22,729768.2260356654,193.61982236617715
2021-05-23,726976.2362811826,193.70182236617714
2021-05-24,721065.0270253544,193.70182236617714
2021-05-25,754857.7326706422,193.71482236617715
2021-05-26,779142.6976617469,130.12682236617712
2021-05-27,810486.133787274,130.12682236617712
2021-05-28,824220.0992150571,130.12682236617712
2021-05-29,838698.265958707,130.13094023617714
2021-05-30,851330.0340169636,130.15294023617713
2021-05-31,892454.5450469272,129.26987422517715
2021-06-01,899652.757827016,130.23465574517712
2021-06-02,901563.035994032,130.25025574517713
2021-06-03,907792.5845519454,130.25025574517713
2021-06-04,905514.321661066,130.50025574517713
2021-06-05,906447.1676852208,130.50025574517713
2021-06-06,898974.4199264209,132.65015345883913
2021-06-07,895675.1452123976,132.29875678660432
2021-06-08,901818.9072249572,130.8607567866043
2021-06-09,892065.2934396376,248.72762658614064
2021-06-10,891988.603691261,248.63312658614063
2021-06-11,925323.998125303,248.71462658614064
2021-06-12,902653.1556659532,248.71462658614064
2021-06-13,897335.2019512291,247.66552128768004
2021-06-14,902605.7342822928,247.56487701258004
2021-06-15,940563.014126788,247.0377292828813
2021-06-16,967462.8300313064,247.0387292828813
2021-06-17,942786.5160340212,125.83270527833659
2021-06-18,925113.3331369644,125.93570527833658
2021-06-19,890405.3281523045,125.93570527833658
2021-06-20,890474.4006691625,124.88515527833658
2021-06-21,890841.9118674247,124.68526411901527
2021-06-22,880602.9122638248,124.68526411901527
2021-06-23,834293.9219058101,124.68526411901527
2021-06-24,828722.4763921407,124.35926411901528
2021-06-25,828784.7490445763,124.35926411901528
2021-06-26,834383.5286189282,124.35926411901528
2021-06-27,819576.6111077714,124.35926411901528
2021-06-28,810804.9145526857,124.35926411901528
2021-06-29,805909.10985996,114.25926411901527
2021-06-30,795849.3029385727,114.25926411901527
2021-07-01,791541.948857156,114.25926411901527
2021-07-02,794957.1001529045,114.25926411901527
2021-07-03,786457.368352824,114.25926411901527
2021-07-04,787336.5092771272,114.05126411901527
2021-07-05,777421.7765081823,114.05126411901527
2021-07-06,777126.9788243202,114.05126411901527
2021-07-07,773710.6049937676,114.05136411901528
2021-07-08,762518.7435972509,114.05136411901528
2021-07-09,758652.4337721248,114.05136411901528
2021-07-10,772466.6502199387,114.05136411901528
2021-07-11,782447.1404463175,114.05136411901528
2021-07-12,770488.9279679365,114.05136411901528
2021-07-13,780874.6759884241,113.79992376658605
2021-07-14,771531.7336506792,113.81157826658605
2021-07-15,753859.8101633857,113.81157826658605
2021-07-16,760142.459464288,113.81157826658605
2021-07-17,751424.7724622241,113.81157826658605
2021-07-18,777621.0371314095,113.81157826658605
2021-07-19,767071.0661514357,113.81157826658605
2021-07-20,740787.8265902137,113.81157826658605
2021-07-21,735268.8444605581,113.81157826658605
2021-07-22,715446.9449466517,113.81157826658605
2021-07-23,722134.6506788669,113.81657826658605
2021-07-24,743339.7248155851,113.81657826658605
2021-07-25,743930.4279972725,113.81657826658605
2021-07-26,742784.5933758806,113.81657826658605
2021-07-27,737594.4351721412,113.81657826658605
2021-07-28,735569.4838846608,113.81657826658605
2021-07-29,737692.1255717982,113.81657826658605
2021-07-30,741195.432592813,113.81657826658605
2021-07-31,740199.2218850903,112.68773565287142
2021-08-01,737000.1291431756,112.68773565287142
2021-08-02,731073.6373684437,112.68773565287142
2021-08-03,725964.210480917,112.68773565287142
2021-08-04,726492.896536736,112.69758637326261
2021-08-05,724251.8379013063,112.69758637326261
2021-08-06,708081.7256334128,112.69758637326261
2021-08-07,699576.4693836725,112.69758637326261
2021-08-08,691730.845758829,112.69758637326261
2021-08-09,688075.5670135465,112.69758637326161
2021-08-10,671868.3346053032,112.69758637326161
2021-08-11,674057.1871930511,112.70158637326162
2021-08-12,674109.9165254516,112.70158637326162
2021-08-13,676052.9174971157,112.70158637326162
2021-08-14,679599.2323179523,111.90158637326162
2021-08-15,676110.7875698932,111.90158637326162
2021-08-16,673834.6742286612,111.90158637326162
2021-08-17,663721.5846664915,111.90158637326162
2021-08-18,661071.8356642185,111.90158637326162
2021-08-19,660567.5309763467,111.90158637326162
2021-08-20,663201.2299345765,111.90158637326162
2021-08-21,661249.1758034362,111.90158637326162
2021-08-22,658837.2605915156,111.90158637326162
2021-08-23,650730.700649916,111.90158637326162
2021-08-24,617607.6337484962,111.90158637336161
2021-08-25,612047.8549587744,111.90158637336161
2021-08-26,605602.3737708642,111.90158637336161
2021-08-27,603447.8486726207,111.90158637336161
2021-08-28,601235.3854485122,111.90158637336161
2021-08-29,592393.960374194,111.90158637336161
2021-08-30,590019.6504885285,111.90158637336161
2021-08-31,587039.2993803779,111.90158637336161
2021-09-01,582705.1551942099,111.90158637336161
2021-09-02,576064.3036637949,111.90158637336161
2021-09-03,559530.162830355,111.90158903220772
2021-09-04,548313.5912829884,111.91758903220773
2021-09-05,548172.4558708539,111.91758903220773
2021-09-06,545783.5204027947,111.91758903220773
2021-09-07,544048.1268460983,111.91758903220773
2021-09-08,540047.1612869401,111.91758903220773
2021-09-09,538804.0779914102,111.91758903220773
2021-09-10,537310.9192828982,111.91758903220773
2021-09-11,528964.1301438761,111.91758903220773
2021-09-12,518984.32953714114,109.65455925947212
2021-09-13,506617.3704695292,109.65455925947212
2021-09-14,505398.14620631235,109.65455925947212
2021-09-15,502654.56929953047,109.65455925947212
2021-09-16,503835.7672185761,109.65455925947212
2021-09-17,496896.5906644264,109.65455925947212
2021-09-18,494879.5160677401,109.65455925947212
2021-09-19,491018.3277520459,109.65455925947212
2021-09-20,490296.9328714307,109.65455925947212
2021-09-21,490534.6487034568,109.65455925947212
2021-09-22,493274.8099699173,109.65455925947212
2021-09-23,485327.07130050584,109.65455925947212
2021-09-24,482382.1509330949,109.65455925947212
2021-09-25,482946.38579337066,109.65455925947212
2021-09-26,482166.61983184743,109.65455925947212
2021-09-27,483615.4566265985,109.65455925947212
2021-09-28,480366.91354498063,109.65455925947212
2021-09-29,482145.6286512449,109.65455925947212
2021-09-30,481538.37559984426,109.65455925947212
2021-10-01,477157.84705650824,109.65455925947212
2021-10-02,475751.1185524219,109.65455925947212
2021-10-03,472963.5144943715,109.65455925947212
2021-10-04,471731.0068980516,109.65455925947212
2021-10-05,471125.1620380407,109.65455925947212
2021-10-06,467075.620430273,109.65455925947212
2021-10-07,464676.57882784365,109.65455925947212
2021-10-08,460203.2877964345,109.65905925947212
2021-10-09,447921.1627074364,109.65905925947212
2021-10-10,445329.6498527022,109.65905925947212
2021-10-11,443500.430919847,109.65905925947212
2021-10-12,443522.7477944905,109.65905925947212
2021-10-13,437415.5675796261,109.65905925947212
2021-10-14,434752.685241793,109.65905925947212
2021-10-15,430322.9433619157,109.65905925947212
2021-10-16,435770.74039695016,109.69463064947212
2021-10-17,441236.6253827352,109.69463064947212
2021-10-18,442248.6733237747,109.69463064947212
2021-10-19,443399.46384486434,109.69463064947212
2021-10-20,441625.5626377476,109.69463064947212
2021-10-21,438179.6123756105,109.718598819742
2021-10-22,433548.626565036,109.718598819742
2021-10-23,427992.6623246731,109.718598819742
2021-10-24,422427.0262359927,109.74459881974201
2021-10-25,420534.3497938913,109.74459881974201
2021-10-26,420453.0386133246,109.764598819742
2021-10-27,414150.24284570134,109.764598819742
2021-10-28,416645.4834170024,105.4785044773025
2021-10-29,416711.9090608609,105.4785044773025
2021-10-30,426777.37852110533,105.4785044773025
2021-10-31,418572.73831259017,105.5115544773025
2021-11-01,420293.038622591,105.5115544773025
2021-11-02,420143.85455024056,105.5115544773025
2021-11-03,420672.8089877966,105.5115544773025
2021-11-04,414286.7185231114,105.5565544773025
2021-11-05,413001.19458153535,105.5565544773025
2021-11-06,414492.6304417698,105.5565544773025
2021-11-07,400817.4084415376,105.5565544773025
2021-11-08,398756.9762154353,105.5565544773025
2021-11-09,394665.5592288505,105.5565544773025
2021-11-10,392656.2764161184,105.5565544773025
2021-11-11,389665.4912930593,105.5565544773025
2021-11-12,390116.43326702144,105.5565544773025
2021-11-13,389785.9828723732,105.60891085751808
2021-11-14,389781.89974427776,105.60891085751808
2021-11-15,390028.3817122316,105.60891085751808
2021-11-16,390075.84997321654,105.60891085751808
2021-11-17,392005.5756074474,105.60891085751808
2021-11-18,393649.47458330315,105.60891085751808
2021-11-19,387511.854885613,105.60891085751808
2021-11-20,387742.18721162534,105.62799574751809
2021-11-21,387081.48675951944,105.62799574751809
2021-11-22,386685.8294104766,105.62799574751809
2021-11-23,387553.2895726276,105.62799574751809
2021-11-24,387479.2270320208,105.62799574751809
2021-11-25,389071.96636930207,105.62799574751809
2021-11-26,390167.824606022,105.62799574751809
2021-11-27,394550.3392675976,105.62799574751809
2021-11-28,397860.5365081045,106.12799574751809
2021-11-29,399332.907381898,106.12799574751809
2021-11-30,399028.78070532053,106.12799574751809
2021-12-01,400990.884947108,106.12799574751809
2021-12-02,403412.03169232426,106.12799574751809
2021-12-03,406689.234742728,106.12799574751809
2021-12-04,409422.0362713318,106.12799574751809
2021-12-05,413154.0514733404,106.12799574751809
2021-12-06,417113.6932662765,104.89900380751808
2021-12-07,413385.4786809829,104.89900380751808
2021-12-08,413553.13926628506,104.89900380751808
2021-12-09,430846.361954904,104.89900380751808
2021-12-10,431720.6667824613,104.90451327751809
2021-12-11,434191.63823599706,104.90451327751809
2021-12-12,435176.5731062057,104.90451327751809
2021-12-13,436309.8273585358,104.90451327751809
2021-12-14,442301.7027112085,104.90451327751809
2021-12-15,450069.9783343009,104.90451327751809
2021-12-16,448644.7154862753,104.90451327751809
2021-12-17,447950.9051824012,104.90451327751809
2021-12-18,449333.35762437346,104.90451327751809
2021-12-19,450098.9653294294,104.90451327751809
2021-12-20,451371.33064595103,104.90451327751809
2021-12-21,451609.6796977913,104.94004901416416
2021-12-22,460641.1967098026,104.94004901416416
2021-12-23,463330.3920901988,104.28704901416415
2021-12-24,470715.2998088683,104.28704901416415
2021-12-25,475894.3906843735,104.28704901416415
2021-12-26,476691.5285377347,104.28704901416415
2021-12-27,482555.9680800068,104.28704901416415
