date,0x00000000219ab540356cbb839cbe05303d7705fa
2023-01-27,16287463.106802428
2023-01-28,16296967.106802428
2023-01-29,16311191.106802428
2023-01-30,16325847.106802428
2023-01-31,16341255.106802428
2023-02-01,16374199.106802428
2023-02-02,16390647.106802428
2023-02-03,16413975.106802428
2023-02-04,16427831.106802428
2023-02-05,16450199.106802428
2023-02-06,16464439.106802428
2023-02-07,16475191.106802428
2023-02-08,16487079.106802428
2023-02-09,16510343.12340659
2023-02-10,16543687.125421597
2023-02-11,16561783.125421597
2023-02-12,16583511.125421597
2023-02-13,16594631.125421597
2023-02-14,16602919.125421597
2023-02-15,16637703.125421597
2023-02-16,16653831.125421597
2023-02-17,16683847.125421597
2023-02-18,16702663.125421597
2023-02-19,16716007.125421597
2023-02-20,16734407.125421597
2023-02-21,16773127.125421597
2023-02-22,16810823.125421595
2023-02-23,16841783.125421595
2023-02-24,16865639.125421595
2023-02-25,16881239.125421595
2023-02-26,17081463.125421595
2023-02-27,17154279.139280632
2023-02-28,17334135.139280632
2023-03-01,17406359.139280632
2023-03-02,17423319.139280632
2023-03-03,17458711.139280632
2023-03-04,17475655.139280632
2023-03-05,17486743.139280632
2023-03-06,17490823.139280632
2023-03-07,17506519.139280632
2023-03-08,17520935.139280632
2023-03-09,17534295.139280632
2023-03-10,17572215.139280632
2023-03-11,17583655.139280632
2023-03-12,17599591.139280632
2023-03-13,17616263.139280632
2023-03-14,17631319.139280632
2023-03-15,17650455.139280632
2023-03-16,17673527.139280632
2023-03-17,17692183.139280632
2023-03-18,17714663.139280632
2023-03-19,17731479.143692277
2023-03-20,17741591.163245127
2023-03-21,17772807.163245127
2023-03-22,17782583.163245127
2023-03-23,17815495.163245127
2023-03-24,17830903.163245127
2023-03-25,17843815.163245127
2023-03-26,17857751.163245127
2023-03-27,17866615.163245127
2023-03-28,17876327.168232415
2023-03-29,17901511.168232415
2023-03-30,17927447.168232415
2023-03-31,17955991.168232415
2023-04-01,18011415.168232415
2023-04-02,18020839.168232415
2023-04-03,18027863.168232415
2023-04-04,18034055.168232415
2023-04-05,18050519.168232415
2023-04-06,18072871.168232415
2023-04-07,18091671.168232415
2023-04-08,18103847.168232415
2023-04-09,18117911.168232415
2023-04-10,18127127.168232415
2023-04-11,18137079.168232415
2023-04-12,18148743.168232415
2023-04-13,18166311.168232415
2023-04-14,18262567.168232415
2023-04-15,18373831.168232415
2023-04-16,18414167.168232415
2023-04-17,18534551.168232415
2023-04-18,18625257.168232415
2023-04-19,18716292.168232415
2023-04-20,18810052.168232415
2023-04-21,18913975.168232415
2023-04-22,19018059.168232415
2023-04-23,19063385.168232415
2023-04-24,19106502.168232415
2023-04-25,19232585.168232415
2023-04-26,19319096.168232415
2023-04-27,19432028.168232415
2023-04-28,19525416.168232415
2023-04-29,19605704.168232415
2023-04-30,19643893.168232415
2023-05-01,19684774.168232415
2023-05-02,19745798.168232415
2023-05-03,19841256.168232415
2023-05-04,20037994.168232415
2023-05-05,20158746.168232415
2023-05-06,20228642.19432501
2023-05-07,20410772.19432501
2023-05-08,20591121.19432501
2023-05-09,20659848.19432501
2023-05-10,20769909.19432501
2023-05-11,20979434.19432501
2023-05-12,21199936.19432501
2023-05-13,21422402.19432501
2023-05-14,21519750.19432501
2023-05-15,21570315.19432501
2023-05-16,21657514.19432501
2023-05-17,21815815.19432501
2023-05-18,21938107.19432501
2023-05-19,22128240.19432501
2023-05-20,22268878.19432501
2023-05-21,22414641.19432501
2023-05-22,22517241.19432501
2023-05-23,22592728.19432501
2023-05-24,22812071.19432501
2023-05-25,22896429.19432501
2023-05-26,22961231.19432501
2023-05-27,23128941.19432501
2023-05-28,23209519.19432501
2023-05-29,23254018.19432501
2023-05-30,23316607.19432501
2023-05-31,23394565.19432501
2023-06-01,23505885.19432501
2023-06-02,23914825.19432501
2023-06-03,24146091.19432501
2023-06-04,24211559.19432501
2023-06-05,24234860.19432501
2023-06-06,24322459.19432501
2023-06-07,24424289.19432501
2023-06-08,24511452.19432501
2023-06-09,24627073.19432501
2023-06-10,24672540.19432501
2023-06-11,24694410.19432501
2023-06-12,24737850.19432501
2023-06-13,24789181.19432501
2023-06-14,24864499.19432501
2023-06-15,24904525.19432501
2023-06-16,24979934.19432501
2023-06-17,25019869.19432501
2023-06-18,25052979.19432501
2023-06-19,25078923.19432501
2023-06-20,25149247.19432501
2023-06-21,25207082.19432501
2023-06-22,25291487.19432501
2023-06-23,25447084.19432501
2023-06-24,25504432.19432501
2023-06-25,25540533.19432501
2023-06-26,25586123.19432501
2023-06-27,25651733.19432501
2023-06-28,25758409.19432501
2023-06-29,25787641.19432501
2023-06-30,25826440.19432501
2023-07-01,25887342.19432501
2023-07-02,25938397.19432501
2023-07-03,25966318.19432501
2023-07-04,25988126.19432501
2023-07-05,26031983.19432501
2023-07-06,26065532.19432501
2023-07-07,26113652.19432501
2023-07-08,26179327.19432501
2023-07-09,26211161.19432501
2023-07-10,26222347.19432501
2023-07-11,26251084.19432501
2023-07-12,26322530.19432501
2023-07-13,26401848.19432501
2023-07-14,26532131.19432501
2023-07-15,26629445.19432501
2023-07-16,26660749.19432501
2023-07-17,26686148.19432501
2023-07-18,26728123.19432501
2023-07-19,26765318.19432501
2023-07-20,26891772.19432501
2023-07-21,26977912.19432501
2023-07-22,27059938.19432501
2023-07-23,27109467.19432501
2023-07-24,27157575.19432501
2023-07-25,27182064.19432501
2023-07-26,27291581.19432501
2023-07-27,27354365.19432501
2023-07-28,27418151.19432501
2023-07-29,27561776.19432501
2023-07-30,27591170.19432501
2023-07-31,27625609.19432501
2023-08-01,27654893.19432501
2023-08-02,27693096.19432501
2023-08-03,27721713.19432501
2023-08-04,27746017.19432501
2023-08-05,27791382.19432501
2023-08-06,27822774.19432501
2023-08-07,27839569.19432501
2023-08-08,27866262.19432501
2023-08-09,27909688.19432501
2023-08-10,27963610.19432501
2023-08-11,28031504.19432501
2023-08-12,28136684.19432501
2023-08-13,28166647.19432501
2023-08-14,28192316.19432501
2023-08-15,28220656.19432501
2023-08-16,28275905.19432501
2023-08-17,28315469.19432501
2023-08-18,28352403.19432501
2023-08-19,28450408.19432501
2023-08-20,28515543.19432501
2023-08-21,28541580.19432501
2023-08-22,28630122.212407526
2023-08-23,28745464.212407526
2023-08-24,28778818.212407526
2023-08-25,28839559.212407526
2023-08-26,28900678.212407526
2023-08-27,28928256.212407526
2023-08-28,28948325.221214656
2023-08-29,29010297.221214656
2023-08-30,29125133.221214656
2023-08-31,29179315.221214656
2023-09-01,29239279.221214656
2023-09-02,29290936.221214656
2023-09-03,29315130.221214656
2023-09-04,29329247.221214656
2023-09-05,29370423.221214656
2023-09-06,29413302.221214656
2023-09-07,29436197.221214656
2023-09-08,29470084.221214656
2023-09-09,29514086.229561474
2023-09-10,29534859.229561474
2023-09-11,29549572.229561474
2023-09-12,29613235.229561474
2023-09-13,29643558.26499984
2023-09-14,29778269.26499984
2023-09-15,29803805.26499984
2023-09-16,29859457.26499984
2023-09-17,29871526.26499984
2023-09-18,29892503.26499984
2023-09-19,29953894.26499984
2023-09-20,30011667.26499984
2023-09-21,30095988.26499984
2023-09-22,30120194.26499984
2023-09-23,30161157.26499984
2023-09-24,30194429.26499984
2023-09-25,30219565.26499984
2023-09-26,30250533.26499984
2023-09-27,30314595.26499984
2023-09-28,30350310.26499984
2023-09-29,30381385.26499984
2023-09-30,30456806.26499984
2023-10-01,30483606.26499984
2023-10-02,30508395.26499984
2023-10-03,30551493.26499984
2023-10-04,30597231.26499984
2023-10-05,30642907.26499984
2023-10-06,30687916.26499984
2023-10-07,30749339.26499984
2023-10-08,30765542.26499984
2023-10-09,30796649.26499984
2023-10-10,30906836.26499984
2023-10-11,31000749.26499984
2023-10-12,31033746.26499984
2023-10-13,31081600.26499984
2023-10-14,31154936.26499984
2023-10-15,31206869.26499984
2023-10-16,31223721.26499984
2023-10-17,31262366.26499984
2023-10-18,31329311.26499984
2023-10-19,31383200.26499984
2023-10-20,31415538.26499984
2023-10-21,31440511.26499984
2023-10-22,31463462.26499984
2023-10-23,31477948.26499984
2023-10-24,31542644.26499984
2023-10-25,31581905.26499984
2023-10-26,31622212.26499984
2023-10-27,31664538.26499984
2023-10-28,31710898.26499984
2023-10-29,31730058.26499984
2023-10-30,31766400.26499984
2023-10-31,31892905.26499984
2023-11-01,31965943.26499984
2023-11-02,32021886.26499984
2023-11-03,32054287.26499984
2023-11-04,32164560.26499984
2023-11-05,32216528.26499984
2023-11-06,32266666.26499984
2023-11-07,32362462.26499984
2023-11-08,32433221.26499984
2023-11-09,32548695.26499984
2023-11-10,32628078.26499984
2023-11-11,32683135.26499984
2023-11-12,32707235.26499984
2023-11-13,32794365.286194883
2023-11-14,32824805.286194883
2023-11-15,32873356.286194883
2023-11-16,32900776.286194883
2023-11-17,32938020.286194883
2023-11-18,32996961.286194883
2023-11-19,33021735.286194883
2023-11-20,33059987.286194883
2023-11-21,33102305.286194883
2023-11-22,33146416.286194883
2023-11-23,33272244.286194883
2023-11-24,33350020.286194883
2023-11-25,33393014.286194883
2023-11-26,33433472.286194883
2023-11-27,33456147.286194883
2023-11-28,33517768.286194883
2023-11-29,33557564.28619488
2023-11-30,33609685.28619488
2023-12-01,33686768.28619488
2023-12-02,33780593.28619488
2023-12-03,33872357.28619488
2023-12-04,34043914.28619488
2023-12-05,34096911.28619488
2023-12-06,34142996.28619488
2023-12-07,34194743.28619488
2023-12-08,34235056.28619488
2023-12-09,34278245.28619488
2023-12-10,34293421.28619488
2023-12-11,34309062.28619488
2023-12-12,34378001.28619488
2023-12-13,34428974.28619488
2023-12-14,34510677.28619488
2023-12-15,34556656.28619488
2023-12-16,34589072.28619488
2023-12-17,34601836.32606823
2023-12-18,34643879.32606823
2023-12-19,34695534.32606823
2023-12-20,34761872.32606823
2023-12-21,34841631.32606823
2023-12-22,34886326.32606823
2023-12-23,34988944.32606823
2023-12-24,35026200.32606823
2023-12-25,35056783.32606823
2023-12-26,35109506.32606823
2023-12-27,35132765.32606823
2023-12-28,35236330.32606823
2023-12-29,35283817.32606823
2023-12-30,35346431.32606823
2023-12-31,35433390.32606823
2024-01-01,35472301.32606823
2024-01-02,35519600.32606823
2024-01-03,35575738.32606823
2024-01-04,35635594.32606823
2024-01-05,35679004.32606823
2024-01-06,35738610.32606823
2024-01-07,35763537.32606823
2024-01-08,35786092.32606823
2024-01-09,35841056.32606823
2024-01-10,35896792.32606823
2024-01-11,35994498.32606823
2024-01-12,36058271.32606823
2024-01-13,36107533.34703319
2024-01-14,36133714.34703319
2024-01-15,36149432.34703319
2024-01-16,36218803.34703319
2024-01-17,36265164.34703319
2024-01-18,36327954.34703319
2024-01-19,36431669.34703319
2024-01-20,36519176.34703319
2024-01-21,36560399.34703319
2024-01-22,36609667.34703319
2024-01-23,36651639.34703319
2024-01-24,36746492.34703319
2024-01-25,36815740.34703319
2024-01-26,36917392.34703319
2024-01-27,37058931.34703319
2024-01-28,37123083.34703319
2024-01-29,37181091.34703319
2024-01-30,37251479.34703319
2024-01-31,37336237.34703319
2024-02-01,37500662.34703319
2024-02-02,37639148.34703319
2024-02-03,37809627.34703319
2024-02-04,37848775.34703319
2024-02-05,37883079.34703319
2024-02-06,37976720.34703319
2024-02-07,38041508.34703319
2024-02-08,38228123.37119001
2024-02-09,38351558.37119001
2024-02-10,38521608.37119001
2024-02-11,38616666.37119001
2024-02-12,38678221.37119001
2024-02-13,38791778.37119001
2024-02-14,38972064.37119001
2024-02-15,39081348.37119001
2024-02-16,39178082.37119001
2024-02-17,39271494.37119001
2024-02-18,39345612.37119001
2024-02-19,39393273.37119001
2024-02-20,39437767.376960635
2024-02-21,39540223.376960635
2024-02-22,39604557.376960635
2024-02-23,39671729.376960635
2024-02-24,39736265.376960635
2024-02-25,39783819.376960635
2024-02-26,39819463.376960635
2024-02-27,39934715.376960635
2024-02-28,40097874.376960635
2024-02-29,40199684.376960635
2024-03-01,40302042.376960635
2024-03-02,40397356.376960635
2024-03-03,40462750.376960635
2024-03-04,40533768.376960635
2024-03-05,40574880.376960635
2024-03-06,40632584.376960635
2024-03-07,40728587.376960635
2024-03-08,40804465.376960635
2024-03-09,40908597.376960635
2024-03-10,40949626.376960635
2024-03-11,40990763.376960635
2024-03-12,41057176.376960635
2024-03-13,41085750.376960635
2024-03-14,41137492.376960635
2024-03-15,41213528.376960635
2024-03-16,41297726.376960635
2024-03-17,41365221.376960635
2024-03-18,41442213.376960635
2024-03-19,41517753.376960635
2024-03-20,41604096.376960635
2024-03-21,41750023.376960635
2024-03-22,41876966.376960635
2024-03-23,41936806.376960635
2024-03-24,41977516.376960635
2024-03-25,42002030.376960635
2024-03-26,42059135.376960635
2024-03-27,42139598.376960635
2024-03-28,42331606.376960635
2024-03-29,42406926.376960635
2024-03-30,42495628.376960635
2024-03-31,42561093.376960635
2024-04-01,42608509.376960635
2024-04-02,42669024.376960635
2024-04-03,42738290.376960635
2024-04-04,42825334.376960635
2024-04-05,42891324.376960635
2024-04-06,42931744.376960635
2024-04-07,42981796.376960635
2024-04-08,43037842.376960635
2024-04-09,43101043.376960635
2024-04-10,43191377.376960635
2024-04-11,43291840.376960635
2024-04-12,43437430.376960635
2024-04-13,43509986.376960635
2024-04-14,43552045.376960635
2024-04-15,43611953.376960635
2024-04-16,43727510.376960635
2024-04-17,43763591.376960635
2024-04-18,43817485.376960635
2024-04-19,43843100.376960635
2024-04-20,43889439.376960635
2024-04-21,43920880.39336879
2024-04-22,43948099.39336879
2024-04-23,44009771.39336879
2024-04-24,44051275.39336879
2024-04-25,44079589.39336879
2024-04-26,44126775.39336879
2024-04-27,44160190.39336879
2024-04-28,44189627.39336879
2024-04-29,44211527.39336879
2024-04-30,44232028.39336879
2024-05-01,44246365.39336879
2024-05-02,44258879.39336879
2024-05-03,44274284.39336879
2024-05-04,44305050.39336879
2024-05-05,44321213.39336879
2024-05-06,44351040.39336879
2024-05-07,44362325.39336879
2024-05-08,44414212.39336879
2024-05-09,44446677.39336879
2024-05-10,44481423.39336879
2024-05-11,44507948.39336879
2024-05-12,44521054.39336879
2024-05-13,44549397.39336879
2024-05-14,44566456.39336879
2024-05-15,44584300.39336879
2024-05-16,44628762.39336879
2024-05-17,44656251.39336879
2024-05-18,44676849.39336879
2024-05-19,44696065.39336879
2024-05-20,44726283.39336879
2024-05-21,44853007.39336879
2024-05-22,44982484.39336879
2024-05-23,44998781.39336879
2024-05-24,45030146.39336879
2024-05-25,45051417.39336879
2024-05-26,45062069.39336879
2024-05-27,45075192.39336879
2024-05-28,45097849.39336879
2024-05-29,45263114.39336879
2024-05-30,45386620.39336879
2024-05-31,45442756.39336879
2024-06-01,45507870.39336879
2024-06-02,45553014.39336879
2024-06-03,45587636.40203764
2024-06-04,45647692.40203764
2024-06-05,45716665.40203764
2024-06-06,45767249.40203764
2024-06-07,45822965.40203764
2024-06-08,45877067.40203764
2024-06-09,45905674.40203764
2024-06-10,45944305.40203764
2024-06-11,45984412.40203764
2024-06-12,46066789.40203764
2024-06-13,46126742.406973645
2024-06-14,46223519.406973645
2024-06-15,46280312.406973645
2024-06-16,46300569.406973645
2024-06-17,46317599.406973645
2024-06-18,46397913.406973645
2024-06-19,46423289.41071811
2024-06-20,46510810.41071811
2024-06-21,46584331.41071811
2024-06-22,46627260.41071811
2024-06-23,46692236.41071811
2024-06-24,46741855.41071811
2024-06-25,46783992.41071811
2024-06-26,46850194.41071811
2024-06-27,46885144.427169755
2024-06-28,46977816.427169755
2024-06-29,47019796.427169755
2024-06-30,47031505.427169755
2024-07-01,47043778.427169755
2024-07-02,47083380.427169755
2024-07-03,47126607.427169755
2024-07-04,47208877.427169755
2024-07-05,47254046.427169755
2024-07-06,47296149.427169755
2024-07-07,47309032.427169755
2024-07-08,47327727.427169755
2024-07-09,47366216.427169755
2024-07-10,47415900.427169755
2024-07-11,47471520.427169755
2024-07-12,47564098.427169755
2024-07-13,47623519.427169755
2024-07-14,47658141.427169755
2024-07-15,47664460.427169755
2024-07-16,47719276.43688482
2024-07-17,47774732.43688482
2024-07-18,47841831.43688482
2024-07-19,47885705.43688482
2024-07-20,48001429.43688482
2024-07-21,48154761.43688482
2024-07-22,48216683.43688482
2024-07-23,48251842.43688482
2024-07-24,48322111.43688482
2024-07-25,48382946.43688482
2024-07-26,48418272.43688482
2024-07-27,48473466.43688482
2024-07-28,48527179.43688482
2024-07-29,48555636.43688482
2024-07-30,48665324.43688482
2024-07-31,48792783.43688482
2024-08-01,48849344.43688482
2024-08-02,48902601.43688482
2024-08-03,48926396.43688482
2024-08-04,48935447.43688482
2024-08-05,48942129.43688482
2024-08-06,48969783.43688482
2024-08-07,49000374.43688482
2024-08-08,49046332.43688482
2024-08-09,49080082.43688482
2024-08-10,49122457.43688482
2024-08-11,49136174.43688482
2024-08-12,49150193.43688482
2024-08-13,49208691.43688482
2024-08-14,49295796.43688482
2024-08-15,49330413.43688482
2024-08-16,49435432.43688482
2024-08-17,49483983.43688482
2024-08-18,49496278.43688482
2024-08-19,49508264.43688482
2024-08-20,49590599.43688482
2024-08-21,49616419.440967225
2024-08-22,49639899.440967225
2024-08-23,49658755.440967225
2024-08-24,49681599.440967225
2024-08-25,49693347.440967225
2024-08-26,49717576.440967225
2024-08-27,49760151.440967225
2024-08-28,49805735.440967225
2024-08-29,49899694.440967225
2024-08-30,49980723.440967225
2024-08-31,50043237.440967225
2024-09-01,50082764.440967225
2024-09-02,50100840.440967225
2024-09-03,50130261.440967225
2024-09-04,50224929.440967225
2024-09-05,50262082.440967225
2024-09-06,50295996.440967225
2024-09-07,50321333.440967225
2024-09-08,50339408.440967225
2024-09-09,50354544.440967225
2024-09-10,50379659.44384077
2024-09-11,50391738.44384077
2024-09-12,50498640.44384077
2024-09-13,50531621.44384077
2024-09-14,50642496.44384077
2024-09-15,50649760.44384077
2024-09-16,50671904.45543332
2024-09-17,50697855.45543332
2024-09-18,50711912.45543332
2024-09-19,50733934.45543332
2024-09-20,50745992.45543332
2024-09-21,50778151.45543332
2024-09-22,50794055.45543332
2024-09-23,50806184.45543332
2024-09-24,50832872.45543332
2024-09-25,50892861.45543332
2024-09-26,50955853.45543332
2024-09-27,50985632.45543332
2024-09-28,51056712.45543332
2024-09-29,51067686.45543332
2024-09-30,51082786.45543332
2024-10-01,51120096.45543332
2024-10-02,51175271.45543332
2024-10-03,51262996.45543332
2024-10-04,51321242.45543332
2024-10-05,51368824.45543332
2024-10-06,51414791.45543332
2024-10-07,51434953.45543332
2024-10-08,51491217.45543332
2024-10-09,51518064.45543332
2024-10-10,51528369.45543332
2024-10-11,51546632.45543332
2024-10-12,51583240.45543332
2024-10-13,51625834.45543332
2024-10-14,51638795.45543332
2024-10-15,51675947.45543332
2024-10-16,51738310.45543332
2024-10-17,51777349.45543332
2024-10-18,51831123.45543332
